"","baseMean","log2FoldChange","lfcSE","stat","pvalue","padj"
"ENSG00000187908.20",11437.0899971661,5.15390043578481,1.09560508273411,4.70415893190559,2.54914619454505e-06,0.00193784677516984
"ENSG00000188833.10",558.848306471052,3.21933744937722,0.840318805061504,3.83109056941977,0.000127576529965413,0.0182795125422171
"ENSG00000188993.3",462.979800646401,3.46394962813555,0.787920887462245,4.3963165379361,1.10103337992511e-05,0.00461290620003415
"ENSG00000189280.3",390.222245434593,3.60410161456448,0.927999772391416,3.88373114066274,0.000102865650654535,0.0160864243512151
"ENSG00000189366.9",81.4324120818009,3.32050352719176,0.787451394362019,4.21677268078492,2.47823570045973e-05,0.00766016122163866
"ENSG00000196420.7",37.5866046448069,2.36671374819435,0.60787133289554,3.89344524098664,9.88305192801215e-05,0.0160041113676869
"ENSG00000196754.13",3824.69943012217,4.46742488696061,1.16544280873222,3.83324248387643,0.000126465181275394,0.0182156453471773
"ENSG00000198088.10",162.816935985054,1.71071241810556,0.483645504943185,3.53712047485383,0.000404515099977428,0.0332443385618086
"ENSG00000198380.13",6894.46474661487,1.02397729994021,0.29736575384776,3.4434943724705,0.000574248544748453,0.0392832874029999
"ENSG00000198610.11",44.7340646238134,3.24455231484684,0.926575898153173,3.50165844083986,0.000462371958790084,0.0355686663832264
"ENSG00000198734.12",3904.94153006344,2.75434665698644,0.799775422017494,3.44390010140396,0.000573387519390241,0.0392832874029999
"ENSG00000198788.9",783.716051748789,7.38654949741214,1.59694942037766,4.62541230370672,3.73853963899014e-06,0.00243601462619627
"ENSG00000203499.12",893.490670035818,2.2264713190867,0.553176698161195,4.02488269388005,5.70037235845575e-05,0.0118006739106029
"ENSG00000203697.12",7070.35547685354,3.66039114426866,0.807397554030511,4.53356729407473,5.79957775530759e-06,0.00317711275465293
"ENSG00000203711.14",29.6049305033196,1.86683823743982,0.543852992398154,3.43261554783008,0.00059778909634437,0.0400243896938962
"ENSG00000204019.5",39.7162827527786,20.4838052277153,2.56507319384145,7.98566110195038,1.39771192058624e-15,1.27503940435612e-11
"ENSG00000204542.3",153.454979025696,5.2456286673913,1.45201730626847,3.61264886082661,0.00030308500688897,0.0288004423039252
"ENSG00000204610.13",932.939650144825,2.6952667533009,0.808668878872404,3.3329670817296,0.000859251080566269,0.0486855576021886
"ENSG00000204613.11",103.821142441316,2.72248042268592,0.691970850136102,3.93438599639052,8.34096467942654e-05,0.0142666987738666
"ENSG00000204614.9",16.0237322034164,5.80954236849828,1.51091956986822,3.84503747542629,0.000120534016166951,0.0176398632109141
"ENSG00000204839.9",2016.33542263901,2.2860391307564,0.64304502711091,3.55502186375218,0.000377947660079798,0.0319673651899865
"ENSG00000205420.11",4402.35248568603,4.91061954974426,1.34950964953941,3.63881766345298,0.000273892631012786,0.0269626605500968
"ENSG00000206069.6",18.2446355885916,3.70087719347378,1.09997939258862,3.36449684276756,0.000766833616182477,0.0452440917048029
"ENSG00000215182.8",21003.0234422964,4.56332582982349,1.20177573837611,3.79715256690874,0.000146367711653297,0.0194448794408532
"ENSG00000223572.10",317.480398259005,2.61630936938653,0.598992380985522,4.36785083156135,1.25475140888377e-05,0.00500998264674156
